name,platform,r-date,score,user score,developer,genre,players,critics,users
Dynasty Warriors 4,Xbox,"September 5, 2003",75,8.8,OmegaForce,"Action,Beat-'Em-Up",1-2 ,18,18
Mortal Kombat: Tournament Edition,GameBoyAdvance,"August 27, 2003",75,8.2,CriterionGames,"Action,Fighting,2D",1-4 ,14,11
NHL 2003,PC,"September 30, 2002",75,7.4,EASports,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",No info,12,17
Mat Hoffman's Pro BMX,Dreamcast,"September 11, 2001",75,7.8,Runecraft,"Sports,Alternative,Biking",No info,9,5
Dynasty Warriors 2,PlayStation2,"October 25, 2000",75,8.4,OmegaForce,"Action,Beat-'Em-Up",1 Player,17,38
X-Men: Mutant Academy,PlayStation,"July 11, 2000",75,7.6,ParadoxDevelopment,"Action,Fighting,3D",1-2 ,18,22
Airfix Dogfighter,PC,"January 14, 2000",75,7.7,ParadoxInteractive,"Simulation,Flight,Modern Jet,Modern Jet,Combat",1-8 ,7,40
Shovel Knight Showdown,Switch,"December 10, 2019",75,7.3,YachtClubGames,"Action,Platformer,2D",No Online Multiplayer,18,10
NightSky,3DS,"October 25, 2012",75,7.7,Nicalis,"Miscellaneous,Puzzle,Action,Puzzle,Action",1 Player,14,18
No More Heroes III,Switch,"August 27, 2021",75,8.4,GrasshopperManufacture,"Action Adventure,General",No info,101,168
The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back,PlayStation4,"March 26, 2019",75,7.4,"TelltaleGames,SkyboundGames","Adventure,Point-and-Click",No Online Multiplayer,10,32
Omensight,PC,"May 15, 2018",75,7.0,SpearheadGames,"Adventure,3D,First-Person",No Online Multiplayer,11,36
Bomber Crew,PC,"October 19, 2017",75,7.5,RunnerDuck,"Simulation,Flight,Combat",No Online Multiplayer,8,32
The Evil Within: The Consequence,PlayStation4,"April 21, 2015",75,7.8,TangoGameworks,"Action Adventure,Survival",No info,11,100
Super Princess Peach,DS,"February 27, 2006",75,7.8,TOSE,"Action,Platformer,Platformer,2D,2D",No Online Multiplayer,48,49
Hakuoki: Memories of the Shinsengumi,3DS,"September 19, 2013",75,7.8,IdeaFactory,"General,Adventure,General,Visual Novel",No Online Multiplayer,12,20
A Total War Saga: TROY,PC,"August 13, 2020",75,5.9,CreativeAssembly,"Strategy,Real-Time,General",Online Multiplayer,50,238
The King of Fighters XI,PlayStation2,"November 13, 2007",75,8.5,SNKPlaymore,"Action,Fighting,2D",1-2 ,30,21
Stella Deus: The Gate of Eternity,PlayStation2,"April 26, 2005",75,8.3,Pinegrow,"Strategy,Turn-Based,Fantasy",1 Player,31,22
Shakedown Hawaii,Switch,"May 7, 2019",75,7.4,VblankEntertainmentInc.,"Action Adventure,Open-World",No Online Multiplayer,12,44
Chroma Squad,PC,"April 30, 2015",75,7.8,BeholdStudios,"Strategy,Turn-Based,Tactics",No Online Multiplayer,21,116
Beatbuddy: Tale of the Guardians,PC,"August 6, 2013",75,7.4,Threaks,"General,Action,Miscellaneous,Rhythm,Music,Music",No Online Multiplayer,20,37
Disney DuckTales Remastered,PlayStation3,"August 13, 2013",75,7.5,WayForward,"Action,Platformer,Platformer,2D,2D",No info,31,155
Marvel's Spider-Man: Silver Lining,PlayStation4,"December 21, 2018",75,7.1,InsomniacGames,"Action Adventure,Open-World",No Online Multiplayer,20,118
Bit.Trip Fate,Wii,"October 25, 2010",75,8.3,GaijinGames,"Action,Miscellaneous,Rhythm,Music,Music",1 Player,14,8
Shenmue I & II,PlayStation4,"August 21, 2018",75,8.3,"Sega,d3tLtd","Miscellaneous,Compilation",No Online Multiplayer,32,271
Just Cause,PC,"September 27, 2006",75,7.0,AvalancheStudios,"Action Adventure,Modern,Modern,Open-World",No Online Multiplayer,21,278
Double Dragon Advance,GameBoyAdvance,"November 14, 2003",75,8.3,Million,"Action,Beat-'Em-Up",1-2 ,21,6
Borderlands 3: Moxxi's Heist of the Handsome Jackpot,PC,"December 19, 2019",75,5.9,GearboxSoftware,"Action,Shooter,First-Person,Arcade",Up to 4 ,11,75
Pocket Rumble,Switch,"July 5, 2018",75,7.5,"Chucklefish,CardboardRobotGames","Action,Fighting,2D",Online Multiplayer,12,17
Resident Evil: Revelations 2 - Episode 4: Metamorphosis,PlayStation4,"March 17, 2015",75,6.7,Capcom,"Action Adventure,Survival",No info,15,41
Unmechanical: Extended Edition,PlayStation4,"February 10, 2015",75,6.6,GripGames,"Action,Puzzle,General,Platformer,2D",No info,14,37
Observation,PlayStation4,"May 21, 2019",75,6.4,NoCode,"Adventure,General",No Online Multiplayer,45,75
