name,platform,r-date,score,user score,developer,genre,players,critics,users
BattleTech,PC,"April 24, 2018",78,7.1,HarebrainedSchemesLLC,"Strategy,Turn-Based,Tactics",Online Multiplayer,62,382
Xanadu Next,PC,"November 3, 2016",78,7.4,Falcom,"Role-Playing,Action RPG",No Online Multiplayer,17,22
Obliteracers,PC,"February 23, 2016",78,7.7,"SpaceDustStudios,VarkianEmpire","Racing,Arcade,Futuristic",No info,8,10
ZEN Pinball 2: Balls of Glory,PlayStation4,"October 20, 2015",78,6.2,ZenStudios,"Action,Pinball",No info,9,5
The Denpa Men: They Came By Wave,3DS,"September 27, 2012",78,7.5,GeniusSonorityInc.,"Role-Playing,General,General",1 Player,18,38
Traxxpad,PSP,"June 26, 2007",78,6.3,DefinitiveStudios,"Action,Miscellaneous,Rhythm,Music,Music",Up to 16 ,13,7
Olija,PlayStation4,"January 28, 2021",78,tbd,SkeletonCrewStudio,"Action,Action Adventure,Platformer,Open-World,2D",No Online Multiplayer,19,0
Lost in Random,PlayStation5,"September 10, 2021",78,7.5,ElectronicArts,"Action Adventure,General",No info,31,25
Alien Hominid,GameCube,"November 23, 2004",78,8.2,TheBehemoth,"Action,Shooter,Scrolling",1-4 ,28,19
Othercide,PC,"July 27, 2020",78,6.7,LightbulbCrew,"Strategy,Turn-Based,Tactics",No Online Multiplayer,25,41
Lemnis Gate,XboxSeriesX,"September 28, 2021",78,4.0,RatloopGamesCanada,"Action,Shooter,First-Person,Arcade",Up to 4 ,7,7
Curse of the Dead Gods,PC,"February 23, 2021",78,7.6,PasstechGames,"Role-Playing,Action RPG",No Online Multiplayer,20,42
Relicta,XboxOne,"August 4, 2020",78,6.6,MightyPolygon,"Adventure,3D,First-Person",No Online Multiplayer,7,11
Torchlight II,XboxOne,"September 3, 2019",78,7.4,PanicButton,"Role-Playing,Action RPG",Up to 4 ,7,17
Hasbro Family Game Night: Yahtzee,Xbox360,"March 18, 2009",78,4.3,ElectronicArts,"Miscellaneous,Board Games,Board / Card Game",No info,9,12
Detroit: Become Human,PlayStation4,"May 25, 2018",78,8.7,QuanticDream,"Action Adventure,Open-World,Adventure,3D,Third-Person",No Online Multiplayer,104,5445
Tiger Woods PGA Tour,PSP,"March 23, 2005",78,7.4,EACanada,"Sports,Traditional,Individual,Golf,Sim,Sim",1-4 ,25,14
Broken Sword: Shadow of the Templars - The Director's Cut,DS,"March 24, 2009",78,8.1,RevolutionSoftware,"Adventure,General,General,Point-and-Click",No info,22,21
Layers of Fear,XboxOne,"February 16, 2016",78,7.2,BlooberTeam,"Adventure,3D,First-Person",No info,10,118
Baldur's Gate: Enhanced Edition,PC,"November 28, 2012",78,6.7,OverhaulGames,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",No Online Multiplayer,39,421
Disgaea 3: Absence of Justice,PlayStation3,"August 26, 2008",78,8.2,NipponIchiSoftware,"Strategy,Turn-Based,Fantasy,Fantasy,Tactics",No Online Multiplayer,51,130
DOOM 3: Resurrection of Evil,PC,"April 4, 2005",78,6.9,NerveSoftware,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",8  Online,46,207
LEGO Indiana Jones: The Original Adventures,PC,"June 3, 2008",78,7.8,Traveller'sTales,"Action Adventure,Adventure,General,General",No info,14,58
Yakuza 4,PlayStation3,"March 15, 2011",78,8.3,RyugaGotokuStudios,"Action Adventure,Modern,Modern,Open-World",No Online Multiplayer,59,255
Cyber Shadow,PlayStation4,"January 26, 2021",78,7.1,MechanicalHeadStudios,"Action,Platformer,2D",No Online Multiplayer,13,14
GreedFall,XboxOne,"September 10, 2019",78,7.7,Spiders,"Role-Playing,Action RPG",No Online Multiplayer,14,127
Descenders,PC,"May 7, 2019",78,6.6,RageSquid,"Racing,Arcade,Automobile",No Online Multiplayer,7,27
EVERSPACE,PlayStation4,"May 22, 2018",78,5.9,ROCKFISHGames,"Simulation,Action Adventure,Space,Open-World,Combat",No Online Multiplayer,10,33
