name,platform,r-date,score,user score,developer,genre,players,critics,users
Fuel Overdose,PlayStation3,"March 5, 2013",51,3.0,I-FRIQIYA,"Simulation,Driving,Car Combat,Car Combat,Vehicle,Combat",No info,22,5
Warlords,Xbox360,"May 28, 2008",51,tbd,StainlessGames,"Action,General,General",4  Online,21,0
Malice,PlayStation2,"June 2, 2004",51,6.3,ArgonautGames,"Action,Platformer,3D",1 Player,11,7
007 Racing,PlayStation,"November 20, 2000",51,4.9,Eutechnyx,"Driving,Mission-based",No info,16,19
Sydney 2000,PC,"August 25, 2000",51,4.9,AttentionToDetail,"Sports,Olympic Sports,Olympic Sports,Individual,Athletics",1-4 ,20,7
Spy Hunter,PlayStationVita,"October 9, 2012",51,6.7,TTFusion,"Driving,Racing,Mission-based,Arcade,Mission-based,Automobile",Up to 4 ,13,19
Pac-Man World Rally,PSP,"August 22, 2006",51,7.5,SmartBombInteractive,"Driving,Racing,Arcade,Kart,Other,Kart",1-2 ,9,8
Looney Tunes: Back in Action,PlayStation2,"November 19, 2003",51,7.8,Warthog,"Action,Platformer,3D",1 Player,9,16
BANNERMEN,PC,"February 21, 2019",51,7.2,PathosInteractive,"Strategy,Real-Time,General",Online Multiplayer,11,15
Stolen,PlayStation2,"April 21, 2005",51,7.2,Blue52,"Action Adventure,Modern",1 Player,16,21
Family Guy,PSP,"October 17, 2006",51,6.2,HighVoltageSoftware,"Adventure,General,General,3D,Third-Person",No Online Multiplayer,14,17
Indianapolis 500 Legends,DS,"December 19, 2007",51,tbd,TorusGames,"Driving,Racing,Simulation,Formula One,Formula One,Automobile",No info,8,0
Dino Crisis 3,Xbox,"September 16, 2003",51,3.5,Capcom,"Action Adventure,Horror",1 Player,28,39
Dragon Blade: Wrath of Fire,Wii,"September 25, 2007",51,7.2,D3Publisher,"Action,Beat-'Em-Up,Beat-'Em-Up,2D",1 Player,19,18
Disaster Report 4: Summer Memories,PlayStation4,"April 7, 2020",51,5.8,GranzellaInc.,"Action Adventure,General,Survival",No Online Multiplayer,25,30
Rush'N Attack Ex-Patriot,Xbox360,"March 30, 2011",51,6.6,Vatra,"Action,Platformer,Platformer,2D,2D",No info,24,8
Big Mutha Truckers 2,PlayStation2,"August 23, 2005",51,2.5,Eutechnyx,"Driving,Mission-based",1 Player,26,10
Hail to the Chimp,PlayStation3,"June 30, 2008",51,4.2,WideloadGamesInc.,"Miscellaneous,Party,Party,Party / Minigame",Up to 4 ,19,5
Monster 4X4: World Circuit,Wii,"November 19, 2006",51,7.8,Ubisoft,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",No Online Multiplayer,11,18
187 Ride or Die,Xbox,"August 24, 2005",51,6.8,UbisoftParis,"Driving,Car Combat",2  Online,40,9
Backyard Wrestling: Don't Try This at Home,PlayStation2,"October 7, 2003",51,7.7,ParadoxDevelopment,"Action,Fighting,Wrestling",1-2 ,24,32
And 1 Streetball,PlayStation2,"June 6, 2006",51,8.6,BlackOpsEntertainment,"Sports,Traditional,Basketball,Arcade",2  Online,29,30
Top Spin 2,DS,"March 29, 2006",51,tbd,IndieBuilt,"Sports,Traditional,Individual,Tennis,Tennis",1-2 ,8,0
Beat Down,Xbox,"August 23, 2005",51,tbd,CaviaInc.,"Action,Beat-'Em-Up",1-2 ,27,0
Immortal: Unchained,XboxOne,"September 7, 2018",51,7.6,ToadmanInteractive,"Role-Playing,Action RPG",No Online Multiplayer,7,23
Where the Wild Things Are,Xbox360,"October 13, 2009",51,5.7,GriptoniteGames,"Action,Platformer,Platformer,3D,3D",No info,10,6
G.I. Joe: Operation Blackout,PlayStation4,"October 13, 2020",51,6.1,"GameMillEntertainment,IguanaBee","Action,Shooter,Third-Person,Arcade",Up to 4 ,16,10
ACORN Tactics,Switch,"December 7, 2017",51,tbd,TACSGames,"Strategy,Turn-Based,Tactics",No Online Multiplayer,8,0
