name,platform,r-date,score,user score,developer,genre,players,critics,users
Dragon Rage,PlayStation2,"November 27, 2001",50,6.3,3DO,"Action,Shooter,Third-Person,Fantasy",1 Player,9,10
Army Men: World War,PlayStation,"February 29, 2000",50,6.8,3DO,"Action,General",1-2 ,8,12
NeverDead,PlayStation3,"January 31, 2012",50,4.9,Rebellion,"Action Adventure,Horror,Horror,Survival",Up to 4 ,32,59
Deca Sports,Wii,"May 13, 2008",50,5.4,CAProduction,"Sports,Olympic Sports,Olympic Sports,Individual,Athletics",1-4 ,23,16
Disney*Pixar WALL-E,Xbox360,"June 24, 2008",50,6.4,HeavyIronStudios,"Action,Platformer,Platformer,3D,3D",No Online Multiplayer,32,14
Samurai Warriors 2: Xtreme Legends,PlayStation2,"March 18, 2008",50,8.2,Koei,"Action,Beat-'Em-Up",1-2 ,11,10
Tryst,PC,"September 14, 2012",50,6.4,BlueGiantInteractive,"Strategy,Real-Time,Fantasy,General,Command",8  Online,16,18
Valhalla Knights 2,PSP,"October 1, 2008",50,5.8,K2,"Role-Playing,Action RPG,Action RPG",2 ,13,15
Marvel Avengers: Battle for Earth,WiiU,"December 4, 2012",50,5.1,UbisoftQuebec,"Action,General,General",No info,10,27
Record of Agarest War Zero,PlayStation3,"June 14, 2011",50,6.6,CompileHeart,"Strategy,Turn-Based,Fantasy,Fantasy,Tactics",No Online Multiplayer,8,34
Tom Clancy's Splinter Cell: Chaos Theory,DS,"June 28, 2005",50,7.2,Gameloft,"Action Adventure,Modern,General,Modern",No Online Multiplayer,22,27
Drawn to Life: Two Realms,Switch,"December 7, 2020",50,4.6,DigitalContinue,"Action Adventure,Sandbox",No Online Multiplayer,11,17
Vampire Moon: The Mystery of the Hidden Sun,DS,"October 12, 2010",50,tbd,CityInteractive,"Miscellaneous,Puzzle,Puzzle,Hidden Object,General,Puzzle,General",No info,8,0
Monopoly Party!,Xbox,"October 29, 2002",50,7.0,Runecraft,"Miscellaneous,Party",1-4 ,8,5
America,PC,"January 14, 2001",50,7.5,DataBecker,"Strategy,Real-Time,Historic,General,Historic",No info,15,12
Modern Combat: Blackout,Switch,"February 14, 2019",50,4.0,Gameloft,"Action,Shooter,First-Person,Arcade",No Online Multiplayer,9,16
Art of Murder: FBI Confidential,PC,"July 29, 2008",50,5.2,CityInteractive,"Adventure,3D,Modern,Third-Person,Modern",No Online Multiplayer,12,23
Legendary,PlayStation3,"November 4, 2008",50,7.2,SparkUnlimited,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade",1 Player,31,36
Legendary,PC,"November 18, 2008",50,6.4,SparkUnlimited,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade",No Online Multiplayer,23,119
Don Bluth Presents: Dragon's Lair HD,PC,"August 25, 2006",50,5.3,"DigitalLeisureInc.,DigitalLeisure","Action,Adventure,Interactive Movie,General,Arcade",No info,12,6
Family Guy,PlayStation2,"October 16, 2006",50,5.7,HighVoltageSoftware,"Adventure,General",1 Player,35,30
Animal Gods,PC,"October 12, 2015",50,tbd,StillGames,"Role-Playing,Action RPG",No Online Multiplayer,10,0
Marvel: Ultimate Alliance 2,Wii,"September 15, 2009",50,5.4,n-Space,"Role-Playing,Action RPG,Action RPG",4  Online,8,21
Jump Force: Deluxe Edition,Switch,"August 28, 2020",50,7.5,SpikeChunsoft,"Action,Fighting,3D",Up to 6 ,15,29
Planet 51,PlayStation3,"November 17, 2009",50,tbd,PyroStudios,"Action,Action Adventure,General,General",No Online Multiplayer,11,0
Soldier of Fortune: Payback,PlayStation3,"November 19, 2007",50,5.2,CauldronLtd.,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Up to 12 ,14,17
Whiteout,PlayStation2,"November 24, 2002",50,tbd,VicariousVisions,"Driving,Racing,Snow / Water",1-2 ,12,0
