name,platform,r-date,score,user score,developer,genre,players,critics,users
Ys: Memories of Celceta,PC,"July 25, 2018",74,7.4,Falcom,"Role-Playing,Action RPG",No Online Multiplayer,7,18
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,PlayStation4,"March 27, 2018",74,6.7,Gust,"Role-Playing,Japanese-Style",No Online Multiplayer,24,32
Aqua Kitty UDX,Switch,"February 15, 2018",74,8.1,TikipodLimited,"Action,General",No Online Multiplayer,9,14
NBA 2K18,Switch,"September 15, 2017",74,4.3,VisualConcepts,"Sports,Team,Basketball,Sim",Up to 10 ,15,175
ChromaGun,PlayStation4,"August 22, 2017",74,6.0,PixelManiacs,"Puzzle,Action,Shooter,First-Person,Arcade",No Online Multiplayer,10,6
Collar x Malice,PlayStationVita,"July 28, 2017",74,7.5,Otomate,"General,Adventure,Visual Novel",No Online Multiplayer,7,14
Super Cloudbuilt,XboxOne,"July 28, 2017",74,7.1,"Coilworks,DoubleEleven","Action Adventure,General",No info,8,9
Pinball FX 2: Star Wars Pinball - Rogue One,PlayStation4,"January 31, 2017",74,3.5,ZenStudios,"Action,Pinball",No info,7,6
Milkmaid of the Milky Way,PC,"January 4, 2017",74,7.0,machineboy,"Adventure,Point-and-Click",No Online Multiplayer,9,7
Heaven's Hope,PC,"February 25, 2016",74,6.7,MosaicMask,"General,Adventure,Point-and-Click",No Online Multiplayer,8,11
Resident Evil: Revelations 2 - Episode 4: Metamorphosis,XboxOne,"March 18, 2015",74,7.4,Capcom,"Action Adventure,Survival",No info,10,19
The Guided Fate Paradox,PlayStation3,"November 5, 2013",74,7.8,NipponIchiSoftware,"Role-Playing,General,General,Roguelike",No Online Multiplayer,27,64
Incredipede,PC,"October 25, 2012",74,6.7,NorthwayGames,"Miscellaneous,Puzzle,Action,Puzzle,General,General",1 Player,7,26
TrackMania: Build to Race,Wii,"March 24, 2011",74,7.6,FirebrandGames,"Driving,Racing,Arcade,Arcade,Automobile",No info,17,7
WWE SmackDown vs. Raw 2011,PlayStation3,"October 26, 2010",74,8.0,Yuke's,"Action,Sports,Fighting,Fighting,Individual,Wrestling,Combat,Wrestling",Up to 12 ,42,62
Broken Sword: Shadow of the Templars - The Director's Cut,Wii,"March 24, 2009",74,8.2,RevolutionSoftware,"Adventure,General,General,Point-and-Click",1-2 ,29,16
World Series of Poker 2008: Battle for the Bracelets,Xbox360,"September 26, 2007",74,6.7,LeftFieldProductions,"Miscellaneous,Parlor,Gambling,Gambling",16  Online,10,7
Ridge Racer 6,Xbox360,"November 17, 2005",74,7.3,Namco,"Driving,Racing,Arcade,Arcade,Automobile",Up to 14 ,65,32
Ultra Bust-A-Move,Xbox,"November 4, 2004",74,tbd,TaitoCorporation,"Miscellaneous,Puzzle,Matching",2  Online,12,0
Classic NES Series: Castlevania,GameBoyAdvance,"October 25, 2004",74,8.6,Konami,"Action,Platformer,2D",1 Player,10,24
Manhunt,Xbox,"April 20, 2004",74,7.9,RockstarNorth,"Action Adventure,Modern",1 Player,37,22
1503 A.D. - The New World,PC,"March 23, 2003",74,7.6,SunflowersInteractive,"Strategy,Real-Time,Historic,General,Historic",1-8 ,14,21
Apex,Xbox,"February 17, 2003",74,7.3,MilestoneS.r.l,"Driving,Racing,GT / Street",1-2 ,26,10
MX Superfly,Xbox,"November 20, 2002",74,tbd,PacificCoastPower&Light,"Driving,Racing,Motorcycle,Motocross",1-2 ,12,0
Evil Islands: Curse of the Lost Soul,PC,"April 17, 2001",74,8.0,NivalInteractive,"Role-Playing,General,General",1-6 ,17,64
Hidden & Dangerous,PC,"July 29, 1999",74,7.8,IllusionSoftworks,"Action,Shooter,General,Shooter,First-Person,Tactical,Historic",No info,13,32
Kinectimals,Xbox360,"November 4, 2010",74,3.5,FrontierDevelopments,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",No Online Multiplayer,50,76
