name,platform,r-date,score,user score,developer,genre,players,critics,users
Enchanted Arms,Xbox360,"August 29, 2006",69,6.9,FromSoftware,"Role-Playing,Console-style RPG,General,Japanese-Style",2  Online,54,68
Banner of the Maid,PC,"May 27, 2019",69,8.2,CE-Asia,"Strategy,Turn-Based,Tactics",No Online Multiplayer,8,12
The Liar Princess and the Blind Prince,PlayStation4,"February 12, 2019",69,6.3,NipponIchiSoftware,"Action,Action Adventure,General",No Online Multiplayer,8,15
The Sun and Moon,XboxOne,"January 27, 2017",69,tbd,DigeratiDistribution,"Action,Platformer,2D",No info,8,0
Pokemon Sword / Shield: The Isle of Armor,Switch,"June 17, 2020",69,5.2,GameFreak,"Role-Playing,Trainer",No info,42,443
Guitar Hero Encore: Rocks the 80s,PlayStation2,"July 24, 2007",69,6.3,HarmonixMusicSystems,"Miscellaneous,Rhythm,Music",1-2 ,50,44
Super Dragon Ball Heroes: World Mission,Switch,"April 5, 2019",69,7.7,"DimpsCorporation,SafariGames","Strategy,Turn-Based,Card Battle",No Online Multiplayer,31,40
Rebel Cops,PC,"September 17, 2019",69,6.7,WeappyStudio,"Strategy,Turn-Based,Tactics",No Online Multiplayer,9,9
Harry Potter and the Prisoner of Azkaban,GameBoyAdvance,"May 25, 2004",69,8.2,GriptoniteGames,"Action Adventure,Fantasy",1-2 ,11,20
Gladiator: Sword of Vengeance,PC,"November 18, 2003",69,7.5,"Acclaim,AcclaimStudiosManchester","Action,Action Adventure,Beat-'Em-Up,Beat-'Em-Up,Linear,2D",No Online Multiplayer,7,29
Ty the Tasmanian Tiger,GameCube,"September 10, 2002",69,8.1,KromeStudios,"Action,Platformer,3D",1 Player,12,24
Motocross Maniacs Advance,GameBoyAdvance,"March 21, 2002",69,tbd,Konami,"Driving,Racing,Motorcycle,Motocross",No info,11,0
4x4 EVO 2,PC,"October 30, 2001",69,7.3,TerminalReality,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",1-8 ,9,15
Prehistorik Man,GameBoyAdvance,"October 16, 2001",69,8.0,TitusSoftware,"Action,Platformer,2D",1 Player,11,5
NASCAR Thunder 2002,PlayStation,"October 2, 2001",69,7.0,BlackBox,"Driving,Racing,Stock Car",No info,8,11
Destruction Derby Raw,PlayStation,"September 26, 2000",69,7.0,Studio33,"Driving,Demolition Derby",No info,9,18
D2,Dreamcast,"August 22, 2000",69,8.0,WARP,"Action Adventure,Horror",1 Player,15,11
Earth Defense Force 2017,Xbox360,"March 20, 2007",69,7.6,Sandlot,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",No Online Multiplayer,55,65
.hack//G.U. vol. 1//Rebirth,PlayStation2,"October 24, 2006",69,8.1,CyberConnect2,"Role-Playing,Action RPG",1 Player,21,33
