name,platform,r-date,score,user score,developer,genre,players,critics,users
13 Sentinels: Aegis Rim,PlayStation4,"September 22, 2020",85,9.1,Vanillaware,"Role-Playing,Action RPG,Adventure,General",No Online Multiplayer,69,269
The Outer Worlds,PlayStation4,"October 25, 2019",85,7.9,ObsidianEntertainment,"Role-Playing,Western-Style",No Online Multiplayer,77,1436
Firewatch,XboxOne,"September 21, 2016",85,5.2,CampoSanto,"Adventure,3D,First-Person",No info,9,115
Battlefield 4,PlayStation4,"November 12, 2013",85,7.1,EADICE,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Up to 64 ,18,2084
Tom Clancy's Rainbow Six: Vegas,PC,"December 12, 2006",85,7.6,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",16  Online,22,155
Super Street Fighter IV: 3D Edition,3DS,"March 27, 2011",85,8.0,Capcom,"Action,Fighting,Fighting,3D,2D,3D",2 ,69,233
City of Heroes,PC,"April 27, 2004",85,8.4,"ParagonStudios,CrypticStudios","Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Modern,Modern",Massively Multiplayer,58,115
Mass Effect 3: Special Edition,WiiU,"November 13, 2012",85,7.6,StraightRight,"Action RPG,Role-Playing,Action RPG",Up to 4 ,33,221
Castle Crashers,PlayStation3,"August 31, 2010",85,8.2,TheBehemoth,"Action,Beat-'Em-Up,Beat-'Em-Up,2D",1-4 ,12,140
Pokemon Pearl Version,DS,"April 22, 2007",85,8.2,GameFreak,"Role-Playing,Console-style RPG,Console-style RPG,Trainer",2 ,39,399
Blaster Master Zero II,Switch,"March 20, 2019",85,8.5,IntiCreates,"Action,Shooter,Shoot-'Em-Up,Top-Down",No Online Multiplayer,11,36
Lara Croft and the Guardian of Light,Xbox360,"August 18, 2010",85,8.4,CrystalDynamics,"Action,Action Adventure,Adventure,Shooter,General,General,Third-Person,Modern",2 ,73,116
BlazBlue: Chrono Phantasma Extend,PC,"March 2, 2016",85,7.8,ArcSystemWorks,"Action,Fighting,2D",No info,8,21
SWAT 4,PC,"April 5, 2005",85,8.6,IrrationalGames,"Action,Shooter,Shooter,First-Person,Modern,Tactical,Arcade",16  Online,49,310
Midnight Club II,PlayStation2,"April 9, 2003",85,8.4,RockstarSanDiego,"Driving,Racing,GT / Street",1-8 ,41,67
Aggressive Inline,Xbox,"July 29, 2002",85,7.0,"Z-Axis,Ltd.","Sports,Alternative,Skating",1-2 ,20,9
Rollcage Stage II,PlayStation,"October 10, 2000",85,8.4,AttentionToDetail,"Driving,Racing,Futuristic",No info,7,18
