name,platform,r-date,score,user score,developer,genre,players,critics,users
Warlocks vs Shadows,PC,"August 19, 2015",68,tbd,FrozenDistrict,"Role-Playing,Action RPG",Online Multiplayer,0,0
Five Nights at Freddy's 3,PC,"March 2, 2015",68,7.0,ScottCawthon,"Action,General",No Online Multiplayer,7,218
Assassin's Creed Unity: Dead Kings,PlayStation4,"January 13, 2015",68,6.5,"Ubisoft,UbisoftMontreal","Action Adventure,Historic,Open-World",No info,9,106
Neverending Nightmares,PC,"September 26, 2014",68,7.1,InfinitapGames,"Horror,Horror,Action Adventure,Survival",No Online Multiplayer,21,98
Major League Baseball 2K12,PlayStation3,"March 6, 2012",68,4.4,VisualConcepts,"Sports,Traditional,Team,Baseball,Sim,Sim",2 ,8,5
Bejeweled Blitz Live,Xbox360,"February 23, 2011",68,7.5,TorpexGamesLLC,"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,Matching",No info,18,10
Tenchu: Shadow Assassins,PSP,"March 24, 2009",68,7.1,"FromSoftware,Acquire","Action Adventure,Historic,General,Historic",No info,18,30
Star Wars: The Force Unleashed,PlayStation2,"September 16, 2008",68,7.5,KromeStudios,"Action,General",1 Player,7,53
Brain Challenge,DS,"January 8, 2008",68,7.0,Ubisoft,"Miscellaneous,Edutainment,Edutainment",No info,7,4
My Word Coach,Wii,"November 6, 2007",68,7.8,Ubisoft,"Miscellaneous,Edutainment,Edutainment",1 Player,8,4
The Legend of Spyro: A New Beginning,DS,"October 10, 2006",68,5.8,AmazeEntertainment,"Action,Platformer,Platformer,3D,3D",1 Player,10,18
Midway Arcade Treasures 3,Xbox,"September 27, 2005",68,tbd,DigitalEclipse,"Miscellaneous,Compilation",1-4 ,29,0
Terminator 3: The Redemption,GameCube,"September 6, 2004",68,tbd,ParadigmEntertainment,"Action,Shooter,Third-Person,Sci-Fi",1-2 ,20,0
Yu-Gi-Oh! World Championship Tournament 2004,GameBoyAdvance,"February 10, 2004",68,7.7,KCEJ,"Miscellaneous,Card Battle",1-2 ,18,24
Dark Fall: The Journal,PC,"July 25, 2003",68,6.8,XXVProductions,"Adventure,3D,First-Person,Modern",No Online Multiplayer,23,22
Gallop Racer 2003: A New Breed,PlayStation2,"March 31, 2003",68,8.5,Tecmo,"Sports,Alternative,Horse Racing",1-2 ,16,15
ATV Quad Power Racing 2,Xbox,"January 27, 2003",68,tbd,ClimaxGroup,"Driving,Racing,Rally / Offroad",1-4 ,17,0
Army Men: RTS,PlayStation2,"March 27, 2002",68,7.7,PandemicStudios,"Strategy,Real-Time,Fantasy",1 Player,14,6
Ultimate Ride,PC,"September 30, 2001",68,7.0,GigawattStudios,"Action,Strategy,General,Management,Business / Tycoon",1 Player,9,6
Ball Breakers,PlayStation,"July 26, 2000",68,5.3,LostToys,"Action,General",1-2 ,10,4
Bang! Gunship Elite,PC,"July 19, 2000",68,7.0,RaylandInteractive,"Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat",1-8 ,15,5
