name,platform,r-date,score,user score,developer,genre,players,critics,users
Spelunky,PlayStation3,"August 27, 2013",83,7.5,"Mossmouth,BlitWorks","Action,Platformer,Platformer,2D,2D",No Online Multiplayer,8,51
NCAA Football 09,Xbox360,"July 15, 2008",83,7.7,EATiburon,"Sports,Traditional,Team,Football,Sim,Sim",2 ,24,26
Star Wars: Battlefront II (2005),Xbox,"November 1, 2005",83,8.8,PandemicStudios,"Action,Shooter,First-Person,Sci-Fi",1-4 ,40,160
Wipeout Fusion,PlayStation2,"June 17, 2002",83,8.5,StudioLiverpool,"Driving,Racing,Futuristic",1-2 ,21,51
Independence War 2: Edge of Chaos,PC,"August 22, 2001",83,8.1,ParticleSystems,"Simulation,Sci-Fi,Space,Large Spaceship,Large Spaceship,Combat,Civilian",No Online Multiplayer,17,28
Myst III: Exile,PC,"May 8, 2001",83,7.8,PrestoStudios,"Adventure,3D,First-Person,Fantasy,Fantasy",No Online Multiplayer,22,60
Final Fantasy Tactics,PlayStation,"January 28, 1998",83,9.1,SquareSoft,"Strategy,Turn-Based,Fantasy",1 Player,12,381
Ace Combat 2,PlayStation,"July 31, 1997",83,8.7,Namco,"Simulation,Flight,Modern Jet",1 Player,10,53
Superbrothers: Sword & Sworcery EP,PC,"April 16, 2012",83,6.5,CapyGames,"Adventure,General,General",No Online Multiplayer,10,221
Spyro Reignited Trilogy,XboxOne,"November 13, 2018",83,7.4,"Activision,ToysforBob","Miscellaneous,Compilation",No Online Multiplayer,19,163
Sid Meier's Civilization IV: Colonization,PC,"September 22, 2008",83,7.1,FiraxisGames,"Strategy,Turn-Based,Historic,Historic,4X",No info,32,126
Pro Evolution Soccer 2008,Wii,"March 18, 2008",83,8.2,Konami,"Sports,Traditional,Team,Soccer,Sim,Sim",2  Online,19,46
Steel Division: Normandy 44,PC,"May 23, 2017",83,7.7,EugenSystems,"Strategy,Real-Time,General,Tactics",Up to 20 ,24,64
Hearts of Iron IV,PC,"June 6, 2016",83,7.5,ParadoxDevelopmentStudio,"Historic,Strategy,Real-Time,General",No info,37,771
Nintendogs: Dachshund & Friends,DS,"August 22, 2005",83,7.9,Nintendo,"Simulation,Miscellaneous,Virtual Life,Virtual Life,Virtual,Pet",1 Player,53,64
Tales From Off-Peak City Vol. 1,PC,"May 15, 2020",83,8.1,CosmoDStudios,"Adventure,General,3D,First-Person",No Online Multiplayer,7,9
Dynasty Warriors 8: Xtreme Legends - Definitive Edition,Switch,"December 27, 2018",83,8.0,OmegaForce,"Action,Beat-'Em-Up,3D",No Online Multiplayer,14,21
