name,platform,r-date,score,user score,developer,genre,players,critics,users
FIFA Soccer 08,PC,"October 9, 2007",77,6.6,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",2  Online,7,80
Heroes of Might and Magic V,PC,"May 23, 2006",77,8.0,NivalInteractive,"Strategy,Turn-Based,Fantasy,General,Fantasy",8  Online,41,540
FIFA Soccer 2005,PC,"October 12, 2004",77,6.8,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",2  Online,17,58
MTX Mototrax,PlayStation2,"March 2, 2004",77,8.1,LeftFieldProductions,"Driving,Racing,Motorcycle,Motocross",1-2 ,30,9
Broken Sword: The Sleeping Dragon,Xbox,"December 8, 2003",77,8.4,RevolutionSoftware,"Adventure,Third-Person,Modern",1 Player,24,14
True Crime: Streets of LA,GameCube,"November 3, 2003",77,7.3,Exakt,"Action Adventure,Modern",1 Player,29,35
Ultimate Muscle: Legends vs New Generation,GameCube,"June 5, 2003",77,7.0,AkiCorp.,"Action,Fighting,Wrestling",1-4 ,21,4
Harry Potter and the Chamber of Secrets,GameCube,"November 14, 2002",77,8.1,EurocomEntertainmentSoftware,"Action Adventure,Fantasy",1 Player,14,36
Smuggler's Run 2: Hostile Territory,PlayStation2,"October 30, 2001",77,8.0,RockstarSanDiego,"Driving,Mission-based",1-2 ,26,12
MotoGP,PlayStation2,"October 31, 2000",77,5.8,Namco,"Driving,Racing,Motorcycle,Street",1-2 ,16,5
You Don't Know Jack: 5th Dementia,PC,"October 31, 2000",77,6.5,Jellyvision,"Miscellaneous,Trivia / Game Show,Trivia / Game Show",1-3 ,8,6
Dungeon Defenders,Xbox360,"October 19, 2011",77,6.8,TrendyEntertainment,"Role-Playing,Action RPG,Action RPG",No info,38,50
Unreal Tournament,PlayStation2,"October 21, 2000",77,7.3,EpicGames,"Action,Shooter,First-Person,Sci-Fi",1-4 ,23,22
Retro Game Challenge,DS,"February 10, 2009",77,6.9,indieszero,"Action,Miscellaneous,General,General,Trivia / Game Show",No Online Multiplayer,30,17
DK: Jungle Climber,DS,"September 10, 2007",77,6.7,PaonCorporation,"Action,General,General",1-4 ,27,20
Solasta: Crown of the Magister,PC,"May 27, 2021",77,7.5,TacticalAdventures,"Role-Playing,Action RPG,Strategy,Turn-Based,Tactics",No Online Multiplayer,32,52
Sanctum 2,PC,"May 15, 2013",77,7.6,CoffeeStainStudios,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info,28,392
The King of Fighters XIII,PlayStation3,"November 22, 2011",77,8.3,SNKPlaymore,"Action,Fighting,Fighting,2D,2D",2 ,26,89
Soldner-X 2: Final Prototype,PlayStation3,"May 25, 2010",77,7.7,SideQuestStudios,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical,Horizontal",No info,26,20
Operation Flashpoint: Dragon Rising,Xbox360,"October 6, 2009",77,7.5,Codemasters,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",Up to 8 ,47,119
Magic: Duels of the Planeswalkers 2014,PC,"June 26, 2013",77,6.1,StainlessGames,"Strategy,Miscellaneous,Turn-Based,Card Battle,Card Battle",No info,19,115
Dead Nation,PlayStation3,"November 30, 2010",77,6.9,Housemarque,"Action,Action Adventure,Shooter,Horror,Shooter,Third-Person,Shoot-'Em-Up,Modern,Modern,Top-Down",No info,49,261
Ultimate Spider-Man,Xbox,"September 22, 2005",77,8.0,Treyarch,"Action,Beat-'Em-Up",1 Player,53,27
DodoGo!,DS,"April 26, 2010",77,tbd,AlienAfterAll,"Action,Platformer,Platformer,2D,2D",1 Player,13,0
