name,platform,r-date,score,user score,developer,genre,players,critics,users
Syberia,PC,"September 1, 2002",82,8.5,Microids,"Adventure,3D,Fantasy,Third-Person,Fantasy",No Online Multiplayer,26,352
NASCAR Thunder 2002,Xbox,"November 14, 2001",82,tbd,EATiburon,"Driving,Racing,Stock Car",1-4 ,17,0
Virtual Pool 3,PC,"November 14, 2000",82,7.1,Celeris,"Sports,Miscellaneous,Parlor,Individual,Billiards,Billiards",1-4 ,13,12
The Sims: Livin' Large,PC,"August 27, 2000",82,7.3,Maxis,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",1 Player,23,23
The Wolf Among Us: Episode 1 - Faith,Xbox360,"October 11, 2013",82,8.4,TelltaleGames,"Action Adventure,Adventure,Fantasy,General,Fantasy,Point-and-Click",No info,31,240
Sonic the Hedgehog 2,Xbox360,"September 12, 2007",82,7.8,"Sega,BackboneEntertainment","Action,Platformer,Platformer,2D,2D",2  Online,11,101
Metro Exodus,XboxOne,"February 15, 2019",82,7.0,4AGames,"Action,Shooter,First-Person,Arcade",No Online Multiplayer,32,666
Metal Arms: Glitch in the System,Xbox,"November 18, 2003",82,8.0,Swingin'Ape,"Action,Shooter,Third-Person,Sci-Fi",1-4 ,35,18
MLB The Show 18,PlayStation4,"March 27, 2018",82,6.2,SonyInteractiveEntertainment,"Sports,Team,Baseball,Sim",Up to 8 ,35,101
DCS: Black Shark,PC,"April 13, 2009",82,8.6,EagleDynamics,"Simulation,Flight,Helicopter,Helicopter,Civilian",No info,12,59
FIFA Soccer 08,Xbox360,"October 9, 2007",82,7.6,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",32  Online,43,61
Pro Evolution Soccer 2010,Wii,"November 10, 2009",82,8.1,Konami,"Sports,Traditional,Team,Football,Soccer,Sim,Sim,Sim",No info,13,19
ModNation Racers,PlayStation3,"May 25, 2010",82,8.4,UnitedFrontGames,"Driving,Racing,Arcade,Kart,Other,Kart",Up to 12 ,85,232
Soul Sacrifice Delta,PlayStationVita,"May 13, 2014",82,8.5,SCEJapanStudio,"Role-Playing,Action RPG",Up to 4 ,24,148
King's Bounty: Armored Princess,PC,"November 19, 2009",82,8.6,KatauriInteractive,"Role-Playing,Strategy,Turn-Based,General,General",No info,25,231
Monster Hunter Stories 2: Wings of Ruin,PC,"July 9, 2021",82,7.8,Capcom,"Role-Playing,Japanese-Style",Online Multiplayer,22,28
Chicken Police - Paint it RED!,PC,"November 5, 2020",82,7.7,TheWildGentlemen,"Adventure,Visual Novel",No Online Multiplayer,13,38
Tom Clancy's The Division 2: Warlords of New York,XboxOne,"March 3, 2020",82,2.9,MassiveEntertainment,"Action,Shooter,Third-Person,Tactical",No info,9,221
Pillars of Eternity: Complete Edition,Switch,"August 8, 2019",82,2.6,RedCerberus,"Role-Playing,Western-Style",No Online Multiplayer,11,70
The Messenger,PlayStation4,"March 19, 2019",82,7.9,SabotageStudio,"Action,Platformer,2D",No Online Multiplayer,9,57
Toki Tori,Switch,"March 30, 2018",82,7.8,TwoTribes,"Puzzle,Action",No Online Multiplayer,8,17
Rock Band Rivals,XboxOne,"October 18, 2016",82,6.6,HarmonixMusicSystems,"Action,Rhythm,Music",No info,10,5
Resident Evil HD Remaster,XboxOne,"January 20, 2015",82,8.4,Capcom,"Horror,Action Adventure,Survival",No Online Multiplayer,16,214
Far Cry 4,XboxOne,"November 18, 2014",82,7.7,UbisoftMontreal,"Action,Shooter,First-Person,Modern,Arcade",Up to 10 ,15,501
Age of Wonders III - Golden Realms,PC,"September 18, 2014",82,8.5,TriumphStudios,"Fantasy,Strategy,Turn-Based,General",No info,8,98
Enslaved: Odyssey to the West,Xbox360,"October 5, 2010",82,7.8,NinjaTheory,"Action Adventure,Modern,General,Modern",No Online Multiplayer,72,337
Warhammer: Vermintide 2,PC,"March 8, 2018",82,7.5,"FatsharkAB,Fatshark","Action,Shooter,First-Person,Arcade",Up to 4 ,54,293
Gears 5,PC,"September 10, 2019",82,6.9,TheCoalition,"Action,Shooter,Third-Person,Arcade",Up to 10 ,24,769
Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough,PC,"December 15, 2008",82,7.3,TelltaleGames,"Miscellaneous,Adventure,General,Compilation",No info,18,27
Prince of Persia,PC,"December 9, 2008",82,7.3,UbisoftMontreal,"Action Adventure,Fantasy,General,Fantasy",1 Player,25,482
Clubhouse Games: 51 Worldwide Classics,Switch,"June 5, 2020",82,7.7,"Nintendo,NdCube","Miscellaneous,Party / Minigame",Up to 4 ,64,143
Halo Wars,Xbox360,"March 3, 2009",82,7.5,EnsembleStudios,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General,Command",6  Online,92,566
PixelJunk Monsters Encore,PlayStation3,"May 8, 2008",82,8.3,Q-Games,"Strategy,Real-Time,Fantasy,Fantasy,Defense",2  Online,7,15
Wargroove,PC,"February 1, 2019",82,6.0,Chucklefish,"General,Strategy,Turn-Based,Tactics",Up to 4 ,21,60
Joint Operations: Typhoon Rising,PC,"June 15, 2004",82,8.5,NovaLogic,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",64+  Online,30,54
Astalon: Tears of the Earth,Switch,"June 3, 2021",82,4.9,LABSWorks,"Action Adventure,Open-World",No Online Multiplayer,9,13
Sakuna: Of Rice and Ruin,PC,"November 10, 2020",82,7.2,Edelweiss,"Role-Playing,Action RPG",No Online Multiplayer,11,33
MotorStorm: Pacific Rift,PlayStation3,"October 28, 2008",82,8.1,EvolutionStudios,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",12  Online,63,359
Xpand Rally,PC,"April 20, 2006",82,7.3,Techland,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",1-4 ,7,42
Prey,PC,"May 5, 2017",82,8.1,ArkaneStudios,"General,Action,Shooter,First-Person,Arcade",No Online Multiplayer,38,1346
NBA 2K19,PlayStation4,"September 7, 2018",82,2.7,VisualConcepts,"Sports,Team,Basketball,Arcade,Sim",Up to 10 ,49,453
Dark Souls II: Crown of the Sunken King,PC,"July 22, 2014",82,7.5,NamcoBandaiGames,"Role-Playing,Action RPG",No info,19,202
The Walking Dead: Episode 4 - Around Every Corner,Xbox360,"October 10, 2012",82,8.1,TelltaleGames,"Miscellaneous,Adventure,General,Compilation,Point-and-Click",No info,19,93
SSX,Xbox360,"February 28, 2012",82,6.4,EACanada,"Sports,Alternative,Individual,Snowboarding,Snowboarding,Ski / Snowboard",1 Player,65,193
Shantae: Half-Genie Hero,Switch,"June 8, 2017",82,7.6,WayForward,"Action,Platformer,2D",No Online Multiplayer,7,77
Resident Evil HD Remaster,PC,"January 20, 2015",82,8.5,Capcom,"Action Adventure,Horror,Survival",No Online Multiplayer,29,476
Disgaea 4: A Promise Revisited,PlayStationVita,"August 12, 2014",82,8.2,NipponIchiSoftware,"Fantasy,Strategy,Turn-Based,Fantasy,Tactics",No Online Multiplayer,32,84
Victor Vran: Overkill Edition,Switch,"August 28, 2018",82,8.1,HaemimontGames,"Role-Playing,Action RPG",Up to 4 ,15,18
Cyber Shadow,Switch,"January 26, 2021",82,7.4,MechanicalHeadStudios,"Action,Platformer,2D",No Online Multiplayer,18,37
Year Walk,WiiU,"September 17, 2015",82,7.6,Simogo,"Adventure,3D,First-Person",No info,12,28
You Don't Know Jack,PlayStation3,"February 8, 2011",82,8.2,"Jellyvision,IronGalaxyStudios","Miscellaneous,Trivia / Game Show,Trivia / Game Show",Up to 4 ,11,17
The Lord of the Rings: The Two Towers,PlayStation2,"October 21, 2002",82,8.1,StormfrontStudios,"Action,Beat-'Em-Up",1 Player,32,120
Celtic Kings: Rage of War,PC,"August 21, 2002",82,7.7,"Haemimont,HaemimontGames","Strategy,Real-Time,Historic,General,Historic",1-8 ,11,20
ATV Offroad Fury,PlayStation2,"February 5, 2001",82,8.4,RainbowStudios,"Driving,Racing,Rally / Offroad",1-2 ,16,59
B-17 Flying Fortress: The Mighty 8th,PC,"December 13, 2000",82,7.3,WaywardSimulations,"Simulation,Flight,WWII,WWII,Combat",1 Player,14,12
EverQuest: The Scars of Velious,PC,"December 4, 2000",82,7.3,SonyOnlineEntertainment,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",Massively Multiplayer,9,8
Suikoden II,PlayStation,"August 31, 1999",82,9.2,Konami,"Role-Playing,Console-style RPG",1 Player,8,283
Final Fight One,GameBoyAdvance,"September 26, 2001",82,8.0,Sun-Tec,"Action,Beat-'Em-Up",1-2 ,16,11
Tom Clancy's Splinter Cell: Blacklist,Xbox360,"August 20, 2013",82,7.6,UbisoftToronto,"Action Adventure,Modern,General,Modern",Up to 8 ,58,423
Unravel Two,Switch,"March 22, 2019",82,7.9,ColdwoodInteractive,"Action,Platformer,2D",No Online Multiplayer,20,71
SteamWorld Dig,PlayStation4,"March 18, 2014",82,7.3,Image&Form,"Action,Action Adventure,General,Platformer,2D",No info,18,193
Tekken 7,PlayStation4,"June 2, 2017",82,6.4,BandaiNamcoGames,"Action,Fighting,3D",Up to 8 ,78,771
Metro: Last Light,PC,"May 13, 2013",82,8.5,4AGames,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No Online Multiplayer,71,3193
Rising Storm,PC,"May 30, 2013",82,8.4,AntimatterGames,"Action,Shooter,Shooter,First-Person,Historic,Arcade",No info,21,246
NCAA Football 12,PlayStation3,"July 12, 2011",82,5.8,EASports,"Sports,Traditional,Team,Football,Sim,Sim",2 ,17,41
Lethal League,PC,"August 27, 2014",82,7.7,Reptile,"Action,Fighting,2D",No info,11,55
Puzzle Quest: Challenge of the Warlords,DS,"March 20, 2007",82,8.3,1stPlayableProductions,"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,Matching",1-2 ,41,37
Mega Man 11,PlayStation4,"October 2, 2018",82,8.3,Capcom,"Action,Platformer,2D",No Online Multiplayer,52,199
Ninja Five-O,GameBoyAdvance,"April 22, 2003",82,8.3,Hudson,"Action,Platformer,2D",1 Player,16,15
Captain Toad: Treasure Tracker,Switch,"July 13, 2018",82,7.9,"NintendoEADTokyo,NintendoSoftwareTechnology","Puzzle,Action,Platformer,3D",2 ,66,237
Loop Hero,PC,"March 4, 2021",82,8.1,FourQuarters,"Role-Playing,General",No Online Multiplayer,57,107
Dauntless,XboxOne,"May 21, 2019",82,4.8,PhoenixLabs,"Role-Playing,Action RPG",Up to 4 ,7,40
Madden NFL 18,XboxOne,"August 22, 2017",82,4.3,EASports,"Sports,Team,Football,Sim",Up to 6 ,22,63
Botanicula,PC,"April 19, 2012",82,8.3,AmanitaDesign,"Adventure,General,Third-Person,General,Point-and-Click,Fantasy",No info,38,387
OutRun 2006: Coast 2 Coast,PSP,"April 25, 2006",82,8.3,SumoDigital,"Driving,Racing,Arcade,Arcade,Automobile",Up to 6 ,31,20
"Nine Hours, Nine Persons, Nine Doors",DS,"November 16, 2010",82,8.8,ChunSoft,"Action Adventure,Adventure,General,Horror,3D,Visual Novel,First-Person,Modern,Modern",No Online Multiplayer,23,266
Darkest Dungeon: The Crimson Court,PC,"June 19, 2017",82,6.8,RedHookStudios,"Role-Playing,General",No info,11,18
Gnosia,Switch,"March 4, 2021",82,8.5,PetitDepotto,"Adventure,Visual Novel",No Online Multiplayer,38,41
Life is Strange 2: Episode 5 - Wolves,PlayStation4,"December 3, 2019",82,6.3,DONTNODEntertainment,"Action Adventure,General",No Online Multiplayer,13,56
She Remembered Caterpillars,PC,"January 17, 2017",82,5.8,YsbrydGames,"Puzzle,Action",No Online Multiplayer,8,20
College Hoops 2K7,Xbox360,"November 20, 2006",82,8.2,2KSports,"Sports,Traditional,Team,Basketball,Sim,Sim",8  Online,22,12
Joe Danger 2: The Movie,Xbox360,"September 14, 2012",82,7.4,HelloGames,"Action,Racing,General,General,Arcade,Other",No info,46,16
Catherine,Xbox360,"July 26, 2011",82,8.1,Atlus,"Action Adventure,Horror,Horror,Survival",No Online Multiplayer,39,192
Pro Evolution Soccer 2015,PC,"November 13, 2014",82,5.6,Konami,"Sports,Traditional,Team,Soccer,Sim",No info,8,199
FIFA 15,PlayStation4,"September 23, 2014",82,5.6,EASports,"Sports,Traditional,Team,Soccer,Sim",Up to 22 ,47,1089
PixelJunk Shooter Ultimate,PlayStation4,"June 3, 2014",82,7.2,DoubleEleven,"Action,Shooter,Scrolling,Shoot-'Em-Up,Vertical",No info,8,157
Bookworm Adventures Deluxe,PC,"December 20, 2006",82,8.0,PopCap,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,Logic,General",No info,7,26
de Blob,Wii,"September 22, 2008",82,8.2,BlueTongueEntertainment,"Action,Platformer,Platformer,3D,3D",1-4 ,48,88
Wandersong,Switch,"September 27, 2018",82,8.4,"GregLobanov,DumbandFatGames","Action,Platformer,2D",No Online Multiplayer,19,45
