name,platform,r-date,score,user score,developer,genre,players,critics,users
Marlow Briggs and the Mask of Death,Xbox360,"September 20, 2013",66,6.0,ZootFly,"Action,Action Adventure,General,General,Linear",No info,14,28
Crysis Remastered,Switch,"July 23, 2020",66,8.2,SaberInteractive,"Action,Shooter,First-Person,Arcade",No Online Multiplayer,29,79
F.E.A.R. Files,Xbox360,"November 6, 2007",66,7.4,"TimeGateStudios,Day1Studios","Action,Shooter,Shooter,First-Person,Sci-Fi,Arcade",Up to 16 ,43,20
Theatre of War,PC,"April 19, 2007",66,6.3,"Battlefront.com,1C,1CEntertainment","Strategy,Real-Time,Historic,General,Historic,Tactics",8  Online,13,22
WRC: FIA World Rally Championship,Xbox360,"October 20, 2010",66,5.8,MilestoneS.r.l,"Driving,Racing,Rally / Offroad",No info,24,5
Mole Control,PC,"January 20, 2010",66,tbd,Remode,"Miscellaneous,Puzzle,Puzzle,Puzzle,Logic,Logic",No info,8,0
Rumble Roses,PlayStation2,"November 9, 2004",66,8.8,Yuke's,"Action,Fighting,Wrestling",1-2 ,44,33
I Am Alive,PC,"September 6, 2012",66,6.0,UbisoftShanghai,"Action Adventure,Horror,Horror,Survival",No info,10,312
Vempire,PSP,"October 22, 2009",66,tbd,impressionware,"Miscellaneous,Puzzle,Puzzle,Puzzle,Logic,Logic",No info,9,0
Toki,Switch,"December 4, 2018",66,6.8,Microids,"Action,Platformer,2D",No Online Multiplayer,20,19
Desperados 2: Cooper's Revenge,PC,"May 5, 2006",66,6.4,Spellbound,"Strategy,Real-Time,Historic,General,Historic",No Online Multiplayer,13,39
Super Stardust Ultra VR,PlayStation4,"October 10, 2016",66,6.6,SonyInteractiveEntertainment,"Action,Shooter,Shoot-'Em-Up,Top-Down",No info,13,18
The Incredible Adventures of Van Helsing II,XboxOne,"July 1, 2016",66,6.8,NeocoreGames,"Role-Playing,Action RPG",No info,9,4
LEGO Star Wars III: The Clone Wars,DS,"March 22, 2011",66,6.8,Traveller'sTales,"Action Adventure,Sci-Fi,Sci-Fi,General",No info,8,4
Nerf N-Strike,Wii,"October 28, 2008",66,4.4,"EARedwoodShores,EASaltLake","Action,Shooter,Shooter,Light Gun,Light Gun",No info,13,7
