name,platform,r-date,score,user score,developer,genre,players,critics,users
Hitman: Contracts,PC,"April 20, 2004",74,7.7,IoInteractive,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",No Online Multiplayer,27,261
SpellForce: The Order of Dawn,PC,"February 11, 2004",74,7.9,EAPhenomic,"Strategy,Real-Time,Fantasy,General",1-8 ,24,96
XIII,Xbox,"November 24, 2003",74,8.0,SouthendInteractive,"Action,Shooter,First-Person,Sci-Fi",1-4 ,38,20
Pac-Man World 2,GameCube,"March 19, 2002",74,8.4,Namco,"Action,Platformer,3D",1 Player,18,39
Ultimate Fighting Championship: Tapout,Xbox,"February 17, 2002",74,tbd,DreamFactory,"Action,Fighting,3D",1-2 ,20,0
Atari Anniversary Edition,PC,"July 9, 2001",74,7.3,DigitalEclipse,"Miscellaneous,Compilation,Compilation",1-4 ,8,4
The Legend of Dragoon,PlayStation,"June 11, 2000",74,8.9,SCEI,"Role-Playing,Console-style RPG",1 Player,12,361
Bad Mojo,PC,"February 29, 1996",74,6.9,PulseEntertainment,"Action Adventure,Adventure,General,Horror,General",1 Player,10,13
Starlink: Battle for Atlas,Switch,"October 16, 2018",74,7.8,UbisoftToronto,"Simulation,Space,Combat",No Online Multiplayer,63,220
Resident Evil 6,PlayStation3,"October 2, 2012",74,5.6,Capcom,"Action Adventure,Horror,Horror,Survival",Up to 4 ,34,1516
The Alliance Alive,3DS,"March 27, 2018",74,7.9,"CattleCall,GREZZO,FuRyu","Role-Playing,Japanese-Style",No Online Multiplayer,27,49
Story of Seasons: Trio of Towns,3DS,"February 28, 2017",74,8.0,MarvelousInc.,"Strategy,Management,Business / Tycoon",Up to 4 ,32,43
Beyond A Steel Sky,PlayStation5,"December 14, 2021",74,tbd,RevolutionSoftware,"Action Adventure,Open-World",No info,7,0
Farming Simulator 22,XboxSeriesX,"November 22, 2021",74,tbd,GiantsSoftware,"Simulation,General",No info,7,0
Assassin's Creed Valhalla: Wrath of the Druids,PC,"May 13, 2021",74,6.0,UbisoftMontreal,"Action Adventure,Open-World",No Online Multiplayer,14,48
MindSeize,Switch,"September 29, 2020",74,8.2,KaminaDimension,"Action,Platformer,2D",No Online Multiplayer,7,12
Death end re;Quest 2,PlayStation4,"August 25, 2020",74,6.7,CompileHeart,"Role-Playing,Japanese-Style",No Online Multiplayer,13,17
The Coma 2: Vicious Sisters,Switch,"June 19, 2020",74,tbd,DevespressoGames,"Action Adventure,Survival",No Online Multiplayer,7,0
Dark Nights with Poe and Munro,PC,"May 19, 2020",74,5.6,D'AvekkiStudiosLimited,"Adventure,Visual Novel",No Online Multiplayer,7,5
Alone With You (2017),PC,"February 9, 2017",74,5.3,BenjaminRivers,"Adventure,General",No Online Multiplayer,13,7
Neverwinter,PlayStation4,"July 19, 2016",74,6.4,CrypticStudios,"Role-Playing,Massively Multiplayer",Massively Multiplayer,7,111
Grim Legends: The Forsaken Bride,XboxOne,"June 10, 2016",74,tbd,ArtifexMundi,"Puzzle,Hidden Object",No info,7,0
Need for Speed Underground Rivals,PSP,"March 14, 2005",74,8.2,TeamFusion,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",1-4 ,36,54
Inazuma Eleven 2: Blizzard,DS,"March 16, 2012",74,8.4,Level5,"Sports,General",No info,15,29
Vietcong (2003),PC,"March 26, 2003",74,8.6,Pterodon,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",1-32 ,22,114
Star Ocean: The Last Hope International,PlayStation3,"February 8, 2010",74,7.9,"SquareEnix,Tri-Ace","Role-Playing,Console-style RPG,Action RPG,Console-style RPG,Japanese-Style",No Online Multiplayer,45,143
Bad North,PC,"August 28, 2018",74,7.0,PlausibleConcept,"Action,Strategy,Real-Time,General",No Online Multiplayer,9,57
Immortal Redneck,Switch,"May 10, 2018",74,7.3,CremaGames,"Action,Shooter,First-Person,Arcade",No Online Multiplayer,9,21
Marble Saga: Kororinpa,Wii,"March 17, 2009",74,7.8,HudsonEntertainment,"Miscellaneous,Puzzle,Action,Puzzle,Puzzle,Action",4  Online,16,8
Just Cause 3,PC,"November 30, 2015",74,5.8,AvalancheStudios,"Sci-Fi,Action Adventure,Open-World",No Online Multiplayer,50,819
Dance Central Spotlight,XboxOne,"September 2, 2014",74,6.8,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Dancing",No info,19,49
Smash Court Tennis Pro Tournament 2,PlayStation2,"June 8, 2004",74,8.6,Namco,"Sports,Traditional,Tennis",1-4 ,41,16
Neversong,PC,"May 20, 2020",74,7.7,"SerenityForge,ThomasBrush","Action Adventure,Adventure,General",No Online Multiplayer,22,21
Masters of Anima,PlayStation4,"April 10, 2018",74,4.7,PasstechGames,"Strategy,Real-Time,MOBA",No Online Multiplayer,21,14
Frobisher Says!,PlayStationVita,"October 23, 2012",74,7.3,HoneyslugLtd,"Miscellaneous,General,General",No info,14,68
Crysis Remastered Trilogy,PlayStation4,"October 15, 2021",74,6.5,Crytek,"Miscellaneous,Compilation",No Online Multiplayer,27,24
Sherlock Holmes: Chapter One,XboxSeriesX,"November 16, 2021",74,6.9,Frogwares,"Action Adventure,Adventure,General,Open-World",No info,17,29
Monster Sanctuary,Switch,"December 8, 2020",74,8.1,MoiRaiGames,"Action Adventure,General",No Online Multiplayer,11,23
Superliminal,PC,"November 12, 2019",74,7.7,PillowCastleGames,"Adventure,3D,First-Person",No Online Multiplayer,35,154
Super Mutant Alien Assault,Switch,"July 12, 2019",74,tbd,Cybernate,"Action,Platformer,2D",No Online Multiplayer,7,0
Devil May Cry,Switch,"June 24, 2019",74,8.3,Capcom,"Action Adventure,Linear",No Online Multiplayer,11,75
Moonlighter,PC,"May 29, 2018",74,7.3,"11bitstudios,DigitalSun","Role-Playing,Action RPG",No Online Multiplayer,24,168
Jacob Jones and the Bigfoot Mystery: Episode One - A Bump in the Night,PlayStationVita,"May 14, 2013",74,7.7,LucidGames,"Miscellaneous,Puzzle,General,Puzzle,General",1 Player,11,28
Naruto: Clash of Ninja 2,GameCube,"September 26, 2006",74,8.7,8ing/Raizing,"Action,Fighting,3D",1-4 ,22,43
